Date,Average PM2.5
2024-04-19,25.173679166666656
2024-04-20,22.00497499999999
2024-04-21,21.048295833333338
2024-04-22,23.85089583333333
2024-04-23,25.254350000000002
2024-04-24,26.183870833333334
2024-04-25,27.930308333333333
2024-04-26,20.525225000000002
2024-04-27,19.751912500000007
2024-04-28,16.670154166666666
2024-04-29,22.458762499999995
2024-04-30,34.099066666666666
2024-05-01,19.375766666666667
2024-05-02,16.064275
2024-05-03,9.532408333333331
2024-05-04,8.278016666666666
2024-05-05,9.137708333333338
2024-05-06,8.693037500000003
2024-05-07,15.347204166666664
2024-05-08,19.32705416666665
2024-05-09,15.016866666666667
2024-05-10,15.901379166666667
2024-05-11,9.506199999999994
2024-05-12,8.10281666666666
2024-05-13,9.488316666666664
2024-05-14,8.713100000000003
2024-05-15,12.749966666666666
2024-05-16,8.142241666666663
2024-05-17,11.277908333333324
2024-05-18,9.544354166666672
2024-05-19,10.741579166666662
2024-05-20,13.564729166666671
2024-05-21,13.33430833333333
2024-05-22,14.955008333333327
2024-05-23,18.994129166666667
2024-05-24,35.724516666666666
2024-05-25,28.370937499999997
2024-05-26,22.561512500000003
2024-05-27,20.064562500000005
2024-05-28,17.762437499999997
2024-05-29,24.382729166666667
2024-05-30,42.84546250000002
2024-05-31,34.94985
2024-06-01,30.292158333333333
2024-06-02,12.460075000000005
2024-06-03,10.212766666666665
2024-06-04,11.512345833333342
2024-06-05,9.922379166666671
2024-06-06,9.981516666666659
2024-06-07,14.485179166666667
2024-06-08,20.8082375
2024-06-09,17.347795833333333
2024-06-10,24.831433333333326
2024-06-11,25.950379166666675
2024-06-12,17.118083333333335
2024-06-13,16.65879583333333
2024-06-14,10.977945833333331
2024-06-15,11.4244
2024-06-16,10.268204166666667
2024-06-17,11.254129166666665
2024-06-18,18.325266666666664
2024-06-19,17.175858333333334
2024-06-20,16.897779166666663
2024-06-21,15.044841666666665
2024-06-22,15.32660416666666
2024-06-23,19.089020833333333
2024-06-24,35.724516666666666
2024-06-25,28.370937499999997
2024-06-26,22.561512500000003
2024-06-27,20.064562500000005
2024-06-28,17.762437499999997
2024-06-29,24.382729166666667
2024-06-30,42.84546250000002
2024-07-01,29.651349999999997
2024-07-02,21.390054166666655
2024-07-03,19.940699999999996
2024-07-04,13.527545833333335
2024-07-05,13.589350000000001
2024-07-06,11.385295833333332
2024-07-07,17.376204166666664
2024-07-08,11.896479166666666
2024-07-09,14.600133333333337
2024-07-10,9.45490416666666
2024-07-11,16.871358333333337
2024-07-12,14.904808333333335
2024-07-13,14.575945833333336
2024-07-14,14.541508333333331
2024-07-15,25.11670416666667
2024-07-16,14.785570833333333
2024-07-17,9.6402
2024-07-18,7.262929166666666
2024-07-19,7.991437499999999
2024-07-20,9.2849625
2024-07-21,8.876641666666663
2024-07-22,9.245616666666663
2024-07-23,9.641554166666664
2024-07-24,10.661162499999998
2024-07-25,12.393516666666669
2024-07-26,15.79872916666667
2024-07-27,15.763116666666662
2024-07-28,14.256745833333335
2024-07-29,11.76821666666667
2024-07-30,11.9339875
2024-07-31,12.26287916666667
2024-08-01,12.279666666666664
2024-08-02,14.385366666666668
2024-08-03,14.130579166666664
2024-08-04,13.220804166666667
2024-08-05,13.320625000000001
2024-08-06,12.071995833333334
2024-08-07,10.784075000000001
2024-08-08,9.399375000000001
2024-08-09,9.450070833333333
2024-08-10,9.256741666666668
2024-08-11,8.332649999999997
2024-08-12,22.541849999999993
2024-08-13,28.23562500000001
2024-08-14,29.108733333333337
2024-08-15,30.93502083333334
2024-08-16,21.225599999999993
2024-08-17,16.111779166666675
2024-08-18,20.12053333333333
2024-08-19,19.962587499999998
2024-08-20,21.75132083333334
2024-08-21,30.817891666666664
2024-08-22,26.212991666666664
2024-08-23,27.26073333333332
2024-08-24,24.34229166666667
2024-08-25,27.611504166666663
2024-08-26,19.942600000000002
2024-08-27,17.416616666666666
2024-08-28,24.494020833333337
2024-08-29,15.356983333333337
2024-08-30,18.981170833333334
2024-08-31,14.913191666666663
2024-09-01,21.14950416666667
2024-09-02,21.079791666666658
2024-09-03,13.002470833333335
2024-09-04,9.128949999999998
2024-09-05,10.759979166666668
2024-09-06,17.859258333333326
2024-09-07,12.835325000000005
2024-09-08,7.170937499999998
2024-09-09,8.633320833333336
2024-09-10,8.678708333333331
2024-09-11,8.537758333333334
2024-09-12,11.293487499999996
2024-09-13,22.24665833333334
2024-09-14,23.985541666666666
2024-09-15,26.303987500000005
2024-09-16,19.764283333333328
2024-09-17,14.131441666666666
2024-09-18,16.228904166666663
2024-09-19,15.34336666666667
2024-09-20,18.574508333333334
2024-09-21,17.856170833333334
2024-09-22,9.639704166666666
2024-09-23,13.647241666666668
2024-09-24,14.841095833333336
2024-09-25,19.24744583333334
2024-09-26,19.586612499999998
2024-09-27,10.793304166666664
2024-09-28,18.122370833333346
2024-09-29,15.702879166666664
2024-09-30,15.154408333333334
2024-10-01,14.762349999999998
2024-10-02,26.496862500000002
2024-10-03,13.918604166666666
2024-10-04,12.421508333333335
2024-10-05,14.789129166666669
2024-10-06,20.788116666666667
2024-10-07,26.88594166666667
2024-10-08,44.75729583333335
2024-10-09,13.278558333333335
2024-10-10,10.530650000000003
2024-10-11,16.134799999999995
2024-10-12,12.765670833333333
2024-10-13,12.085724999999998
2024-10-14,13.328054166666666
2024-10-15,14.401358333333334
2024-10-16,19.00443333333334
2024-10-17,11.1853875
2024-10-18,10.340924999999997
2024-10-19,24.63334999999999
2024-10-20,16.233583333333332
2024-10-21,17.90202083333332
2024-10-22,19.99240833333333
2024-10-23,14.166266666666667
2024-10-24,12.594254166666667
2024-10-25,14.517895833333336
2024-10-26,28.666041666666654
2024-10-27,24.842720833333335
2024-10-28,15.509258333333335
2024-10-29,11.652991666666665
2024-10-30,14.302158333333336
2024-10-31,18.75635
2024-11-01,12.329933333333335
2024-11-02,11.73022083333334
2024-11-03,14.311554166666662
2024-11-04,14.837804166666672
2024-11-05,12.56327916666667
2024-11-06,11.535958333333332
2024-11-07,16.469816666666663
2024-11-08,12.23624166666667
2024-11-09,14.076141666666667
2024-11-10,21.632691666666677
2024-11-11,15.831254166666668
2024-11-12,22.361745833333345
2024-11-13,19.3659
2024-11-14,26.993179166666668
2024-11-15,21.0225875
2024-11-16,17.734633333333342
2024-11-17,13.37464166666667
2024-11-18,18.591408333333337
2024-11-19,22.364545833333338
2024-11-20,22.571687499999996
2024-11-21,17.70248333333333
2024-11-22,29.538104166666653
2024-11-23,21.835283333333322
2024-11-24,17.94946666666666
2024-11-25,17.245454166666665
2024-11-26,23.61810833333334
2024-11-27,23.06486666666666
2024-11-28,27.29417083333333
2024-11-29,34.58759166666667
2024-11-30,23.580183333333327
2024-12-01,15.143108333333336
2024-12-02,16.87359583333333
2024-12-03,20.338025000000005
2024-12-04,18.473879166666674
2024-12-05,22.409329166666662
2024-12-06,31.806333333333324
2024-12-07,24.38515000000001
2024-12-08,14.586183333333329
2024-12-09,12.573612500000001
2024-12-10,15.827775
2024-12-11,14.433370833333337
2024-12-12,12.573183333333333
2024-12-13,14.155154166666664
2024-12-14,20.06164166666667
2024-12-15,24.998587500000014
2024-12-16,16.662945833333332
2024-12-17,15.305087499999999
2024-12-18,15.205754166666665
2024-12-19,18.594554166666658
2024-12-20,22.147075
2024-12-21,23.222833333333337
2024-12-22,23.995308333333337
2024-12-23,27.520391666666665
2024-12-24,25.786083333333334
2024-12-25,26.84234166666666
2024-12-26,13.84434583333333
2024-12-27,11.769874999999999
2024-12-28,17.616004166666666
2024-12-29,18.95535
2024-12-30,20.142133333333323
2024-12-31,14.798899999999977
